id,id_cliente,valor_total
25675ff9-30e8,C1142,211.0
62de9ea8-e41a,C9671,62.54
e2404d15-937c,C3075,249.8
5f409e67-ec8a,C1044,608.25
ca34d4e7-aa03,C4297,74.38
11575cd8-91a2,C6721,499.67
38bf93cd-faac,C9624,160.47
5c577118-371b,C4676,191.94
9325281d-4ff9,C1880,171.54
46ada21a-1d4b,C3129,78.38
048cca92-c9cd,C1604,197.3
4fec749e-bc25,C5866,143.36
dc50e95e-9642,C2694,126.93
d7781b9c-bde7,C4790,255.77
72e75d49-80d6,C8749,129.25
dd72b2cf-ee88,C6457,159.0
3c1dcea2-ea4c,C2098,199.86
50154b0b-3f25,C9589,213.62
6bd09825-cbaa,C246,162.94
6a59a1e5-ce43,C10277,1253.0
c0600ff5-5d26,C2061,211.4
bf2d87e1-bde1,C2613,161.29
d0afc723-02f4,C5287,85.65
ffd84c8a-a954,C8180,247.3
023856cf-8583,C1672,227.92
40c3940b-17de,C879,690.0
12ec4835-907e,C9081,53.38
76d28ae7-6687,C4248,316.54
4cd4f75d-18c5,C123,558.6
daee283f-b074,C10949,276.36
0ed2df7d-ece1,C8746,196.44
b04f6b34-76ba,C2549,151.67
b5eb274d-cbc8,C9790,327.0
7c4e4dd7-7cb5,C3799,280.1
6a9a36a8-d19a,C968,156.55
089a5c60-6343,C1160,78.86
b51072c6-867a,C9960,69.94
6d83e67c-43ae,C4437,907.0
ca83b0e9-ab2a,C5314,847.5
7b8a857d-1de6,C3547,1709.0
0fe89dec-7260,C1139,179.76
3c26abbb-daa4,C4927,57.67
80bbe797-7952,C6428,228.64
b4a3b472-c252,C7732,207.69
88067a4b-200d,C10949,276.36
9080855a-1fbe,C4310,279.75
dee902a8-1bc9,C4998,198.12
2068a07d-f14a,C48,154.87
adc19241-8ef3,C10617,28.56
a8650e5c-4b9c,C1020,144.17
c1e25989-3fad,C8952,390.29
1a3c95aa-14d9,C9553,39.0
a3eeffdf-b680,C8135,113.1
4f8a07ba-4c84,C4301,162.78
194272e6-642a,C9463,2987.0
63153738-65ca,C1685,1312.0
0b1bdb7b-2c8e,C8504,144.17
ef37e666-3e26,C10307,262.38
732f736e-47e9,C7698,97.82
cebb8918-15cb,C4676,191.94
9176c7ad-bfdc,C7409,246.22
9b88e085-fa78,C2634,46.2
67d9570d-0b40,C9958,182.4
68f91154-b8f8,C6387,114.42
bbda91b2-e2dc,C2853,98.0
e0656eff-d33e,C9286,1732.0
ffcfa87b-bebc,C9671,62.54
85cf9812-4013,C4200,108.18
0c020001-e1d9,C3112,236.25
95f6fe52-a613,C1176,136.5
f484c582-2f4f,C1880,171.54
4f4957ec-e445,C5512,145.38
a9259108-b2c4,C7053,653.4
a1c6b93f-fe1e,C10702,242.56
f3f4667a-c196,C10232,508.25
ce8baa16-aef1,C10133,169.87
c885d84f-8a97,C2634,46.2
3299175c-b10d,C194,100.0
0e99dfee-3bb8,C3910,498.86
5fd4f73d-d7fe,C7224,108.83
bfef922d-51d1,C5642,325.5
473857dd-3ccd,C7937,68.6
dfc6d17e-4702,C3725,442.0
bc9a8a9d-6f0d,C1100,122.79
498b89f2-c67c,C1343,813.0
91fb1705-686f,C9478,692.5
319e9834-95eb,C1064,176.6
9518c6a6-1075,C5756,117.36
f2574756-1ac1,C4084,211.5
fe9a6f14-dceb,C2202,214.25
291b301f-e608,C3170,354.88
a8cfe1a7-fc1d,C10770,209.85
4d99384e-2109,C9386,122.82
df0a7fd5-4a09,C5278,285.5
323c3274-a8b3,C3635,121.72
80a28086-1082,C10476,175.12
a40eb5f5-c7d4,C7411,82.5
954d50e7-b5fb,C10691,237.6
c8d55a89-16dc,C9958,182.4
fb2f4f6d-0a15,C7990,114.4
25569fad-f47e,C10383,2928.0
44b52b86-f16c,C5376,20.2
e4f623b7-9de1,C8210,325.71
9e73d5e9-a6b3,C5491,197.3
0e4a4041-4c95,C8375,166.5
4f7a6f79-b8a9,C1764,176.75
1a76ad0d-b44b,C10323,228.67
f992f91e-4fca,C7212,98.21
ff5ad22f-7c57,C954,61.4
5330344c-6e0e,C10821,475.8
9338989e-0e24,C2677,960.0
7cbc7c87-b407,C10420,120.75
d4ebaca8-0ece,C4050,121.53
e68053e6-b0db,C9723,313.44
34b7f3c6-3928,C9687,179.29
7718d69d-f0b1,C9384,251.36
faffaac4-c07a,C843,158.59
da50289c-4140,C3790,120.25
26148971-25c0,C7254,133.17
0ea713e8-e7ec,C175,333.11
db58448a-d577,C3436,45.0
e8f428d0-3afc,C10127,143.82
535a8e24-8968,C10476,175.12
df1aa126-7aab,C2712,272.18
56a8a325-fcc1,C10242,247.25
ebff3f6d-bfa2,C1071,487.33
e672ae08-d2b4,C7254,133.17
9a9e57d6-4098,C9797,161.4
93c897fa-e527,C6945,1174.33
bab93e60-8331,C2811,88.61
e717b53a-32dd,C9336,185.07
d9f3e480-e3e6,C2549,151.67
15a079ae-a29d,C11074,177.2
da1be27c-5715,C8442,270.67
2b01c980-2ed1,C6634,232.33
382d1ad9-4639,C3427,226.55
46945c7d-c98b,C213,56.59
fb0616cd-8df4,C5545,203.31
5ab2cdd5-2d42,C3006,430.33
f3eeac12-dc4e,C3321,589.25
c92a41d3-c7b3,C8275,97.95
da995455-3cc7,C8275,97.95
c10a3fc9-36ba,C3635,121.72
9c8ce2e3-772a,C7930,159.86
48215b82-16c5,C6940,216.33
7b09a523-620d,C11084,271.2
29abaed8-3911,C9972,127.8
e732edf3-24d2,C1826,207.88
0940b54f-66e5,C6652,161.1
90446b2a-a363,C2674,391.38
eb023d54-d685,C5748,226.27
f04480cc-9092,C9937,225.38
6b8a9621-2a71,C1127,210.35
2f6049e2-0f09,C5080,326.44
a53de653-de69,C7679,78.88
f98f422c-99ec,C2686,103.56
7aac0a5a-7e23,C10196,129.39
ca5c274d-2447,C1048,247.5
da28e050-5c83,C4477,359.88
9c9c58a6-ccbe,C4607,424.71
8cbf61d4-44fc,C10909,320.58
91318604-6404,C10448,979.0
2f8c870a-4f3c,C2202,214.25
ab1b2514-51f7,C2587,77.56
d953b082-b27b,C737,1674.0
bdb8208b-fe91,C2895,231.33
5e8c7fb3-4726,C8475,545.92
296b53e4-bf24,C7485,130.89
2baeee1b-e9fa,C5626,257.4
f4321ffc-87c2,C8692,1810.0
542bc011-d36c,C3120,229.43
da42406f-720f,C4128,389.33
a0f6b0a1-3796,C810,134.39
76a76b39-de0a,C7828,202.81
ba4d87fb-e32c,C2591,187.06
0b76fb05-e23f,C9303,31.57
4f985d93-9f8e,C5628,365.57
0f25d2bd-fb98,C5684,185.9
9062e8af-0719,C5827,97.87
7a4c74b4-d11d,C8690,1195.67
b2f22556-d8a0,C1833,102.0
0ba9b602-9487,C9931,9.82
293123d7-f8ce,C2831,181.5
4a2a65e7-706f,C10652,129.9
1596a334-433a,C3428,572.2
0f5a7877-d0f9,C7485,130.89
2f76b1c6-66a4,C5956,208.67
3255334e-00c3,C361,138.23
0d68c09c-0b8b,C8146,87.32
2d166aaa-8545,C5684,185.9
06e2e4bb-67a2,C5524,302.75
f2e260b5-607b,C9242,383.86
e2564d0c-493c,C5025,183.73
7dbc008d-1093,C10031,78.33
865f5fb4-0e70,C8939,2552.0
135565da-d20e,C8233,207.85
4a362a48-9f64,C1064,176.6
f51dd106-af60,C7411,82.5
fd8e5994-6170,C1880,171.54
a305aed9-bafc,C6428,228.64
4f013744-9398,C7437,72.75
04f87a81-8cda,C6963,201.69
9f6496c9-207f,C916,86.75
91bc19d6-dcf6,C4508,195.62
5c30f3a4-1ffa,C8975,62.54
1db0d1c8-36e7,C3403,1096.33
54b95493-9622,C2521,162.78
590884e5-71d3,C1584,143.83
5cc33f04-6e5a,C2829,129.38
26e155b6-fdf4,C4399,159.0
b50581ac-fff2,C9426,220.82
50562579-b883,C7196,90.21
3dfc9138-f3fe,C6222,94.0
c6f4ab3a-b0de,C4867,199.12
d0b6a0cd-6d78,C843,158.59
ce196447-3f38,C713,110.42
e10c5a3e-8726,C194,100.0
f559031a-19e6,C6892,183.5
206eaeb4-bf8b,C1349,140.07
ecb2ab87-f7a6,C6382,112.94
fa7c95a9-0bfe,C2304,345.38
e3416c7d-92e4,C10536,85.62
40e44f41-3b8b,C5092,195.27
62a4b369-6a62,C263,111.71
579b07f5-3283,C1087,236.0
96fcd3b3-a3ba,C10634,165.0
8b6835b5-ef8a,C2564,170.2
56bc42e3-fb73,C2253,788.0
081ae44d-23f8,C6384,134.5
a3a9b105-dd39,C1343,813.0
bf7f515a-f990,C2964,124.33
2c1a5156-e0be,C9014,85.83
d144a60f-928c,C6355,108.71
3371a791-79eb,C8652,393.25
ec16f09b-e996,C8234,161.71
efbb36db-8baa,C2162,296.5
088ae1e0-3ddb,C7930,159.86
4ed5ae94-53ec,C538,91.48
a77c535f-20f1,C1448,77.67
be15680e-9623,C10509,118.31
d4a1ab58-de25,C2254,482.67
c70d419f-6b54,C8375,166.5
5bbd9d7a-bd2d,C7411,82.5
ad07c238-b3fa,C3790,120.25
4093bd83-2b6e,C477,204.65
423664f3-5a31,C7505,153.25
4c05058e-3fe3,C4865,277.88
7dcddea6-ad4a,C6271,124.65
2b46e46a-b48e,C10091,627.25
d641aaea-55f5,C6866,106.86
c744c298-33a2,C4001,127.0
cc33afa2-8970,C4603,210.54
e363cae1-f6e5,C10413,201.53
0bd601c5-a74c,C5975,186.56
517350c0-b005,C4669,102.0
7680bd75-52ef,C9543,83.2
6280bb31-660d,C6864,28.56
f77a2159-7f8d,C2831,181.5
59268b94-594e,C254,140.25
f91a4e98-5889,C6974,289.67
50df8756-d00a,C4259,101.38
1ce7d2c3-c273,C7422,488.75
3b51fbe2-bd1c,C10617,28.56
4220c7ed-63e7,C6214,456.25
d03247db-55f6,C2225,191.11
5b956dca-8aa2,C10242,247.25
4fd7ff5e-e717,C4050,121.53
ea8e3799-bcc3,C8920,224.36
9e362b7b-9c98,C5726,94.57
e1363faf-4d16,C4023,159.5
3fd55d3a-675b,C11086,89.25
e2766183-792d,C2130,134.5
9f4cd208-ef84,C4268,110.7
695459d1-2c46,C3025,297.29
cb1e83c3-80ec,C4599,690.0
6ab353e2-c4b2,C3286,92.5
6723c16e-ed6a,C6119,170.0
c2f89480-3f4e,C3265,743.5
bc2f84cd-0913,C5794,138.0
f01064b1-5bfe,C8514,102.33
bc9a30b4-edf0,C3434,146.48
92aa042b-e7ff,C8146,87.32
6cad4de9-3f68,C2815,106.31
1a86a7e8-2c6c,C1139,179.76
101f222c-85f6,C3068,76.4
c2f5bc18-917f,C1277,163.45
10d3b57e-6919,C9135,188.83
918c2cbd-e2e4,C10163,383.0
a3b8564c-2870,C10505,276.91
cc5aa053-362a,C6457,159.0
f2a62919-f441,C10925,266.0
85a2d5a2-6f80,C716,176.81
559fca7e-42ec,C5796,322.6
d7d19cbd-d7b5,C8341,79.12
0025861e-795d,C5247,76.81
67573f03-fac7,C2909,250.38
88698f8b-6152,C6215,108.83
c6e42929-0230,C2639,86.48
82d979b8-a6bc,C5735,290.46
38a2e0f8-765c,C5177,221.55
040508f9-69a3,C9671,62.54
5e348a86-6478,C3334,171.43
f783fd15-9718,C2005,149.0
916f47d7-293c,C7300,160.0
35a95f6c-393b,C5278,285.5
9786c00e-0b50,C4827,254.56
053642da-7831,C4877,107.13
d938f855-10f9,C4973,38.95
11e29fef-24c2,C10402,1476.0
b7a6711c-a813,C564,296.5
3e96838d-4578,C1966,352.5
46eb40bb-d7ce,C3334,171.43
7a4b7dc0-713e,C4682,240.11
fb36a75a-9217,C9597,145.71
def05039-fa1f,C10858,398.5
95760bd8-bf01,C610,446.6
b86df086-ad16,C10680,86.5
599a70f6-e2f0,C6336,71.82
61f6f7a4-11b0,C2712,272.18
ea04dd3b-8c04,C2804,480.0
ce2980b2-0584,C2964,124.33
eb872b30-8f70,C4286,120.05
893ddc3a-53ae,C2926,582.75
55048742-77da,C8486,115.64
710c759f-0a67,C9166,333.12
290663dd-a869,C968,156.55
62a350b8-1c4c,C7458,291.0
eb9699bb-6785,C10196,129.39
666bb4e9-0fa1,C641,144.6
fe748aaf-fc75,C7712,161.81
02c96010-6918,C8605,139.57
9070fc02-aa58,C6999,181.38
50e87f8a-1b7d,C2939,194.65
e091d65c-22fc,C5247,76.81
e14e062f-30ae,C1715,107.7
7b708bdb-cd01,C3056,294.78
4577e4f5-4a52,C5794,138.0
b7da7c8a-497b,C6168,313.5
e0d2f938-bc71,C6927,264.14
ba1cafe0-44a1,C8523,73.18
b9b921e7-cbf2,C3602,178.5
5e7c7ada-1d1f,C1340,258.07
3d734b49-b088,C5654,107.21
9bf42aa6-bd33,C9743,320.8
e44b847c-c02a,C1833,102.0
f307dc03-482d,C4023,159.5
4a51d174-6d6c,C1175,188.75
1d20f395-3c1d,C8754,469.25
1be2e419-9edc,C3698,1092.67
0e1d4d87-c0f5,C17,504.0
b2aaad02-2128,C10286,249.14
3c34e0bc-c9bb,C8233,207.85
2163c4bd-00f7,C4184,120.72
2a915a52-4c9c,C1150,435.0
b8433350-e95e,C4817,116.12
282dc937-5170,C7930,159.86
b3fa2afe-6c18,C2173,185.33
08ed7edd-12a3,C6870,358.25
e6782f6a-ae7b,C6215,108.83
2765344c-db04,C6142,387.29
851f13f7-f1fd,C10492,93.82
7da861c5-4d6b,C5827,97.87
fc938e6f-751d,C6864,28.56
31323d49-cead,C9797,161.4
43c7858f-1eee,C810,134.39
9f16cceb-0ccf,C11176,119.48
57405d6a-28f6,C6205,104.31
452547c1-4c69,C830,237.15
d86f434e-23ba,C6274,349.1
724278d2-79aa,C4669,102.0
270a8caf-4f3e,C4184,120.72
c7c551bb-e22f,C9150,88.61
03465971-31ef,C7755,218.73
ff0e345e-4ca0,C6518,282.0
73a60369-e83a,C9727,70.0
86ddbd57-20d0,C9559,198.17
2b436cb9-b436,C4042,902.0
a0a85475-d645,C5623,164.12
3c275369-53f7,C2008,153.9
e6c42418-a74e,C10031,78.33
fadff4dc-ae71,C202,213.62
ff3c052f-70ea,C6521,232.0
1ea7a2b6-3340,C2225,191.11
45d4a748-d7b8,C11112,327.33
b17f919a-220b,C1055,158.29
430f4eae-9fa9,C7321,198.12
7c9c2cb0-62c2,C3267,132.61
eb391cec-b8d3,C6379,495.5
fe32b03b-ac5f,C10971,174.78
7d6835d3-6bce,C4832,63.06
3d8e99d0-2445,C2004,378.5
a9eeb8d1-9db9,C4552,428.0
437a4f20-b606,C6237,49.5
73a1dc46-9c60,C9888,159.0
7606ea67-633d,C1010,130.33
49cab470-c797,C10403,40.47
72a66c71-7782,C10476,175.12
05d83c8e-9099,C3182,130.13
0237ff76-1249,C1016,95.93
d30f4a30-7c67,C1377,232.0
8eb77cbb-1dba,C7849,418.38
337d5124-e2b4,C544,261.7
6a3368ae-e34d,C4508,195.62
89d225bf-53b5,C1490,2323.0
82d7f256-443e,C5229,173.46
e8e51339-0062,C10609,162.0
dfbdcc43-a9b6,C11039,270.5
20046426-5106,C6720,202.67
63a8d764-55a9,C569,341.91
e9846f72-a300,C5558,252.53
a0daf0d1-de0e,C3479,116.67
58a0e113-fcb2,C8346,335.75
8a34d904-fcc8,C3312,61.91
4914cf8f-ce66,C7349,40.5
f0229851-6a72,C983,185.44
208b6ffc-135e,C7872,3618.0
2f506646-a72f,C9855,369.0
50bb8ee4-2770,C2831,181.5
f14fa200-17c8,C6182,52.86
36317719-af6a,C486,269.92
edfd9508-42aa,C8341,79.12
9507ba90-63af,C8605,139.57
371fb70c-ec5a,C9289,72.95
a5c446d0-c2a3,C8143,225.71
39b6df91-34bb,C8164,342.3
5e988f3d-557c,C10795,91.65
bceed01c-70fb,C7629,48.47
00c2b5f7-c339,C5441,322.0
b467881e-71e4,C8091,266.4
7bf08316-015f,C5067,256.77
9753c876-bd4d,C6382,112.94
7e99cbc5-4e26,C10500,82.69
b5a33c42-8bfc,C873,238.0
f649342c-7ded,C10870,510.0
50984438-2ad4,C9888,159.0
23afc334-0050,C10091,627.25
536e1d3b-bbd1,C322,161.18
a9db0663-7106,C5247,76.81
44a468ad-2d90,C5863,496.75
f7c4fa43-a978,C3584,517.25
ad74e208-21f3,C7094,220.91
4a53cfd0-8fa8,C10380,196.75
5e15a4f4-09e1,C5961,98.78
52c8cfd4-134a,C6722,163.0
22d39b71-32b1,C2587,77.56
04bfd0fe-a352,C5623,164.12
9950be50-3038,C11010,84.62
03de9066-151c,C3107,228.54
725ceaaf-f8d7,C3641,567.0
daa925bd-1886,C10451,112.36
1208c12f-0e67,C832,210.92
22765ccc-d98f,C8537,3026.0
3493fc8f-d072,C6950,187.73
3e8524f3-b3de,C6119,170.0
5d221f15-fda5,C1386,61.5
c687873d-0286,C10643,194.44
f37d5e4e-fde9,C2157,99.55
c8936d33-ee25,C10469,230.0
bc82a68c-6a20,C3112,236.25
069cb0ee-09f3,C11074,177.2
3910c24f-a659,C4887,230.8
d977c14c-8d10,C4676,191.94
179c37c7-e53c,C1577,251.77
274b6a74-350c,C8315,103.64
8227af54-4d7b,C194,100.0
e146cdbe-e118,C5376,20.2
89ab4eed-4479,C7683,210.64
e9879c30-ebfa,C10981,269.92
fddd6ce9-a4ea,C10424,395.38
3b61c13b-99cd,C9240,140.06
69b8ea10-6367,C8663,104.12
27efd619-1430,C9589,213.62
4dc399db-20e0,C10673,284.9
c267fa6f-b5d9,C1055,158.29
8ffbc8c3-191e,C6991,199.89
c72a2edd-d968,C1880,171.54
785a3393-9174,C10128,321.29
a13c276d-8c77,C1162,194.44
544c8238-8af5,C3066,171.93
b52a29d8-2c41,C8439,155.35
44afb639-07aa,C10196,129.39
8fd770b9-e0c0,C5577,130.29
e6c967b3-dea4,C8132,631.5
ed642731-e7f5,C8624,677.6
72bb9c6a-e16f,C8686,141.14
0ffffe3c-227c,C6457,159.0
1c914488-6bc7,C4050,121.53
07451484-353b,C7732,207.69
b24c1b45-62a2,C8805,203.7
4ac7a8ac-4536,C5303,174.63
7631f71a-5e8f,C9977,410.88
3ac31a15-6693,C4491,238.0
360732d6-09b7,C3623,41.05
02f56701-94e8,C1928,165.62
3adf3161-2799,C4477,359.88
49a7669d-9df0,C5633,116.11
f19526b3-6f7e,C4310,279.75
2604218a-c4b9,C851,297.5
fbe62f21-4c96,C1857,115.53
bf35752b-cf2c,C6055,271.27
b0cc42b7-cf6e,C5756,117.36
e57584c5-aa22,C340,3040.0
ba1c6896-0f87,C11074,177.2
632f15b9-088d,C9423,105.0
d0f86f2d-4092,C10037,206.33
99edc82d-ab6e,C3254,328.11
0192c450-d3d2,C10451,112.36
d8af0683-c337,C5147,630.83
dc7cc6cc-69a8,C4047,123.68
e37f62be-ea95,C2853,98.0
01667364-31a1,C9648,217.11
44c6cb72-54b5,C6379,495.5
9143b0b4-72f9,C3152,77.64
cada0752-a2df,C10925,266.0
0e9e8a92-d198,C4480,125.9
5db4957f-e056,C626,171.12
2aff37de-cc74,C1920,280.0
db0254ad-6bda,C819,659.0
4bf0a207-6e25,C800,231.75
d5aa6986-4398,C6340,138.56
6eb77f23-d2d6,C5407,201.09
7034d6ce-8fef,C7919,753.25
5adc5fdf-2bdd,C4843,195.62
d759c8cf-be12,C1818,88.43
1cc8fa02-ae20,C7005,143.82
12a93a68-7552,C11030,98.71
08ba68e4-a6df,C6059,895.67
670e8f3b-cb2e,C5734,257.9
8ff14453-66d2,C5247,76.81
669a2277-8ee8,C3673,383.5
983c21d2-2322,C10281,149.78
fa62797d-daf0,C4200,108.18
f5bebcc2-2cbe,C4086,778.0
9577b829-466c,C10971,174.78
a0470fe3-23af,C8955,129.62
ea0be045-8b45,C1384,71.9
858bb258-df31,C5756,117.36
d0f504da-920e,C8931,216.19
45ceadf9-f3ac,C4945,447.0
27e3a4fb-6b87,C10432,62.0
9980c2b3-8327,C6398,51.07
0fa00fc7-2a95,C5221,200.18
f624439a-3e31,C11178,126.14
9c6431c3-67b5,C4698,417.8
feb4c238-dbb3,C1626,93.38
6cf5c9e9-22ae,C10432,62.0
63b9afcd-9152,C2157,99.55
35f85e33-3462,C7540,130.94
1cdcaf05-4cd4,C10281,149.78
931a948e-9c0e,C8312,69.24
23e535ee-0b10,C3334,171.43
3c09ce77-f1fe,C7947,125.64
2c3f1b9e-fb2c,C10909,320.58
8ab41ae9-1d3f,C503,77.82
3a60bbab-8abe,C10323,228.67
b561d4ae-574f,C2666,186.82
c7b83263-d150,C6634,232.33
634398f9-5fe0,C9727,70.0
8309a1b7-a10f,C5896,218.43
7b9b187f-fd0f,C8233,207.85
11c0d901-a919,C254,140.25
08453519-fe76,C3967,365.33
13b28bb1-2d88,C830,237.15
d7e6e8c2-9be1,C9972,127.8
5843ea0d-a7aa,C2495,205.59
dca2991d-6a24,C4418,3734.0
b570bc68-e0dd,C7685,172.0
615dafd8-e6c5,C8876,350.25
26639cd9-b4b8,C361,138.23
c48c54fa-938b,C7079,665.25
aa5517a9-60b9,C7419,75.13
e963739e-0fb7,C9949,1246.0
f40f2579-93f9,C3798,342.6
024264a4-0f7e,C7290,420.14
d608d838-8423,C5084,220.91
acf0c005-0b14,C8908,191.21
3140a175-7bc9,C7822,750.67
27ef7b0a-3f70,C6488,95.12
bb3c306c-250a,C10133,169.87
cb4ab713-84a7,C255,61.8
fdb89bee-647a,C10736,273.64
76f35675-5692,C1020,144.17
620b6dfa-c86e,C9298,212.38
87bb523a-ad39,C7683,210.64
aa461c66-9c59,C10140,324.56
df5eaf67-bd65,C1183,189.62
35e2a7c5-f74d,C7574,55.38
00dbd02c-1fe2,C5423,131.22
b9c680c1-6b45,C3706,170.43
145797ef-4aaf,C1826,207.88
80609794-9b9a,C5107,93.38
0373379c-ccf3,C9240,140.06
36594b00-a6f8,C8908,191.21
f15a44d6-3645,C2230,61.5
51f3aa24-2447,C1020,144.17
3f32baef-b732,C2631,427.57
636e4de6-ec70,C1676,179.4
f64f2606-755d,C486,269.92
7f68316e-620b,C9971,124.09
04d4f209-2b88,C3635,121.72
b2b7ef39-9e1f,C8461,91.43
ab70a796-dad5,C8148,302.86
22c66ed7-4ae1,C1371,185.0
bcf37b82-246c,C8595,80.32
00593634-3782,C11092,86.85
fc70c646-5be9,C6262,334.33
ebf5bf1c-c3e7,C10430,467.12
bb2330b2-91d7,C8746,196.44
df88ee1e-c145,C2295,200.85
ba44bb97-03ef,C4769,142.0
c8b5c4f1-bd97,C2429,3002.0
3e4de013-c387,C4964,237.92
63c37eac-3dab,C8234,161.71
996bc950-bc58,C9960,69.94
28ec89fb-76e4,C4252,132.0
1318ed6b-cfb9,C10196,129.39
09f3f8c1-78cb,C5278,285.5
2b6a5b04-e4c4,C10286,249.14
0fa7e602-61a3,C4865,277.88
636400e0-649e,C4136,34.67
172ae785-f88a,C3594,322.0
e9822bb8-627d,C8523,73.18
6f85e42f-f530,C1050,73.75
a69f38dd-f9cd,C8318,268.71
1d2812cd-269d,C4252,132.0
46ef7c1f-d364,C5524,302.75
4f7aa999-e550,C1958,163.71
6d4aaa4f-c625,C4843,195.62
ab9b58f3-2ace,C4426,290.62
9a734b78-a2e8,C6248,424.56
c019e8f1-246f,C2986,55.74
5ce6736a-8285,C2958,91.15
49881187-ef58,C1600,237.3
11e5cd5e-8096,C5221,200.18
736a5cbb-9cde,C5186,105.91
10735c5a-e3b8,C11191,287.5
90e60d5d-60a3,C7937,68.6
e275fa5c-9b59,C2936,328.33
f24d1f37-285a,C4998,198.12
35247089-0672,C1945,372.0
6d76e4d8-dd83,C5074,167.0
b1fba5a5-cf03,C7232,80.32
0fa19726-390a,C2036,241.2
6ac77c54-e596,C7505,153.25
9324238f-9846,C2686,103.56
15582f7a-4aa4,C10613,111.07
9c64c7a1-8d8f,C254,140.25
561d028d-4658,C9907,923.0
69d60662-6bea,C8164,342.3
b8570899-05e3,C3298,551.75
5b0b59cf-6705,C10914,91.45
7bcfa11f-44a8,C6205,104.31
76c08b20-c2db,C9014,85.83
28125776-1db1,C9703,793.5
b6ced040-4c1e,C2471,142.28
9746f460-5e5a,C7574,55.38
68cb5d7c-4275,C9477,123.68
46fdb4e6-5ae3,C9495,427.57
f6ec420f-eb82,C5080,326.44
622029c3-772d,C11030,98.71
42dfe837-18be,C9559,198.17
dd32434b-13c9,C6974,289.67
a6980066-de2c,C7476,266.5
2c491bca-b5b8,C9829,51.78
4830a52f-3351,C9264,207.06
d30e052d-c277,C2387,912.0
73b79eb5-edec,C2230,61.5
0722a5ff-7c0d,C6384,134.5
2a4d3fa4-6661,C8523,73.18
8724053a-24f3,C5922,186.78
f5f8c356-d16c,C8686,141.14
80d43d1c-d54e,C1307,87.45
a30d75ee-2b08,C3427,226.55
60c25e55-03c1,C9120,396.14
120df5de-6a5e,C3829,113.78
68609dc7-de71,C5899,16.79
b39b215e-51e0,C8975,62.54
2595589c-4b81,C916,86.75
4a090363-2aa9,C460,832.5
b9fc1a7f-993c,C7397,340.83
382faac8-d09c,C2256,75.4
e841a348-ac7a,C10821,475.8
74158135-ac13,C4785,215.6
88bbbbcf-a4f1,C7428,371.0
40d09ed2-140f,C1277,163.45
9274a410-c393,C7349,40.5
27dee3e9-fc20,C8146,87.32
98a6f2cb-5109,C10032,43.58
bf566a81-51f6,C6059,895.67
75725586-726e,C6534,133.0
0cee4a4b-f3a2,C3535,197.29
f8e94986-4bcf,C8504,144.17
547f9080-3c8e,C2715,204.33
f85ecb60-8ab3,C9323,415.8
24f6ce4a-36ce,C2416,198.14
1263410b-6f17,C11178,126.14
8b7e65e8-94ef,C3635,121.72
79836408-4bc2,C6262,334.33
4a4a129d-2d72,C606,120.0
c888c065-b063,C8104,277.62
854227b6-a3e0,C8931,216.19
f436911e-dded,C8439,155.35
6d8d5d20-734b,C2115,122.82
ff521138-94f7,C6859,174.0
b840e258-5756,C1446,225.06
94139dc8-488a,C843,158.59
fe3a36af-d1eb,C7254,133.17
b2bfda22-2041,C5180,140.6
8026c6b9-e5c7,C5922,186.78
db92ca65-f957,C291,607.8
98de405b-cb90,C5371,47.05
369662a6-4873,C1958,163.71
0797e314-566c,C3434,146.48
2bac38ca-8812,C9185,290.6
1fe962bb-d6b7,C4248,316.54
dedc2f5c-cbe3,C8629,978.5
32c778c2-7e11,C4988,95.73
aaccc76c-acbc,C5626,257.4
bcca2f39-b38a,C3919,301.2
28709baf-8915,C7832,461.43
7cac17b9-0919,C7441,493.83
80148535-3e14,C5831,811.0
e2a26657-3b47,C1459,575.4
85bd8425-1c65,C3595,229.79
90e41d0d-eb06,C1,139.88
9b9c165f-356e,C10854,101.12
29be9f04-e589,C10617,28.56
7391c1f8-4efa,C8397,88.67
e108b320-0428,C8216,224.0
1327f3b6-0962,C10906,277.86
226b1491-d51a,C7428,371.0
6c01aa99-26be,C269,1948.0
bab1382e-30a9,C4426,290.62
978576ef-0543,C5290,247.29
20a43d70-c5c3,C8553,369.0
abca8225-514b,C6497,430.4
e286d8cd-d42c,C2552,257.0
9a5c535c-67e9,C10643,194.44
2432f4e7-80ea,C10846,107.29
7593b3b6-ea21,C1577,251.77
2de80f8c-a522,C4286,120.05
6bd248e0-be3a,C771,188.08
fbec064a-c0f2,C3033,160.9
1ae8a5b1-4035,C5961,98.78
ca6c545e-6494,C5654,107.21
976a4c2f-461e,C10812,161.0
64f23363-845e,C7005,143.82
ec18cb27-1560,C6347,132.0
81ba50f2-1058,C11084,271.2
128c51a2-4b4b,C7247,1996.0
b5022b6f-0e34,C938,239.29
67cf10a7-859d,C3286,92.5
1357b06c-2a66,C7119,259.91
2cb7d941-8532,C4047,123.68
04cd806b-b09b,C5237,169.25
2d593451-d5eb,C4609,109.27
a61f7251-4c84,C8773,478.4
e7d5971b-975b,C8925,1459.0
a6e757c8-80ad,C6988,333.11
a5f4248c-ae0f,C4394,211.06
43947fb5-5a94,C868,98.21
e4841c0b-affb,C7378,437.5
